validation_step/gex_MSE,validation_step/adt_MSE,validation_step/gex_pred_likelihood,validation_step/adt_pred_likelihood,validation_step/entropy,validation_step/GMM_likelihood,validation_step/loss,validation_step/linear_loss,validation_step/linear_accuracy,validation_epoch_metrics/avg_adt_mse,validation_epoch_metrics/avg_gex_mse,validation_epoch_metrics/avg_adt_rmse,validation_epoch_metrics/avg_gex_rmse,validation_epoch_metrics/avg_linear_accuracy,epoch,step,training_step/gex_MSE,training_step/adt_MSE,training_step/gex_pred_likelihood,training_step/adt_pred_likelihood,training_step/entropy,training_step/GMM_likelihood,training_step/loss,training_step/linear_loss,training_step/linear_accuracy
0.09024173766374588,0.3563201427459717,0.9642196297645569,1.0957207679748535,-134.99249267578125,-58.33153533935547,35.495540618896484,2.389589548110962,0.17059722542762756,0.09018752723932266,0.3564179241657257,0.3003123700618744,0.5970074534416199,0.17024853825569153,0,31,,,,,,,,,
,,,,,,,,,,,,,,0,31,0.13097235560417175,0.6052069067955017,0.9840956926345825,1.2024341821670532,5.937491416931152,-73.35201263427734,49.840023040771484,2.4487810134887695,0.13498277962207794
0.0774407908320427,0.25789451599121094,0.9577841758728027,1.0476387739181519,-177.0726318359375,-54.510215759277344,32.71671676635742,2.2871005535125732,0.20034286379814148,0.07739736884832382,0.2578296661376953,0.2782038152217865,0.5077692866325378,0.19962112605571747,1,63,,,,,,,,,
,,,,,,,,,,,,,,1,63,0.08402502536773682,0.3071582019329071,0.961062490940094,1.071901798248291,-171.6543731689453,-56.1552848815918,33.921897888183594,2.331784248352051,0.19331572949886322
0.07189878076314926,0.20404188334941864,0.9549779295921326,1.0208944082260132,-162.710693359375,-52.71599197387695,31.152328491210938,2.2613534927368164,0.193161278963089,0.07185663282871246,0.20397180318832397,0.2680608630180359,0.45163238048553467,0.1926266998052597,2,95,,,,,,,,,
,,,,,,,,,,,,,,2,95,0.07402125000953674,0.22705812752246857,0.9560621976852417,1.0323185920715332,-168.7664794921875,-53.41233825683594,31.768516540527344,2.2705376148223877,0.19107630848884583
0.07036831229925156,0.18788987398147583,0.9542075991630554,1.0129363536834717,-153.2339324951172,-51.51337814331055,30.185678482055664,2.2364180088043213,0.20395681262016296,0.07032766938209534,0.18784025311470032,0.2651936411857605,0.43340542912483215,0.20357787609100342,3,127,,,,,,,,,
,,,,,,,,,,,,,,3,127,0.07086781412363052,0.19351738691329956,0.9544649124145508,1.0156996250152588,-157.64166259765625,-51.822147369384766,30.370662689208984,2.249373435974121,0.1980416625738144
0.07065106928348541,0.1806926131248474,0.9543620347976685,1.0093920230865479,-144.61386108398438,-50.73488235473633,29.59453010559082,2.2166690826416016,0.2059027999639511,0.07060873508453369,0.180669367313385,0.2657230496406555,0.4250521957874298,0.20548026263713837,4,159,,,,,,,,,
,,,,,,,,,,,,,,4,159,0.07014752924442291,0.18306735157966614,0.9541111588478088,1.010571002960205,-147.50709533691406,-50.721519470214844,29.476734161376953,2.227443218231201,0.20327727496623993
0.07030375301837921,0.18106795847415924,0.9541947245597839,1.0097087621688843,-141.50833129882812,-50.26992416381836,29.255088806152344,2.2038142681121826,0.2073391079902649,0.07026389986276627,0.1810314655303955,0.26507338881492615,0.42547792196273804,0.2070464789867401,5,191,,,,,,,,,
,,,,,,,,,,,,,,5,191,0.0706048458814621,0.1809639185667038,0.954357385635376,1.0096023082733154,-142.4749755859375,-50.01909637451172,28.9160213470459,2.2127363681793213,0.20849743485450745
0.07120012491941452,0.18669037520885468,0.954634428024292,1.0125097036361694,-140.2223358154297,-50.06632614135742,29.09850311279297,2.1991288661956787,0.2236945778131485,0.07115504145622253,0.18667486310005188,0.2667490243911743,0.4320588707923889,0.22328633069992065,6,223,,,,,,,,,
,,,,,,,,,,,,,,6,223,0.07080353051424026,0.1826878935098648,0.9544393420219421,1.0105074644088745,-140.4597930908203,-49.541847229003906,28.50921058654785,2.205535650253296,0.2150612324476242
0.07132505625486374,0.18678121268749237,0.9547049403190613,1.0125547647476196,-137.38914489746094,-49.965721130371094,28.928884506225586,2.2057528495788574,0.2163739949464798,0.0712820440530777,0.1867682933807373,0.2669869661331177,0.4321669638156891,0.21612070500850677,7,255,,,,,,,,,
,,,,,,,,,,,,,,7,255,0.07139663398265839,0.18599025905132294,0.9547258019447327,1.0121442079544067,-138.4437255859375,-49.18839645385742,28.145238876342773,2.2064740657806396,0.22114627063274384
0.0703139528632164,0.17882835865020752,0.9542070031166077,1.0086714029312134,-130.14100646972656,-49.704952239990234,28.67409324645996,2.2042336463928223,0.21896862983703613,0.07027298212051392,0.17882807552814484,0.2650905251502991,0.4228806793689728,0.21837830543518066,8,287,,,,,,,,,
,,,,,,,,,,,,,,8,287,0.07142435014247894,0.18518511950969696,0.9547529816627502,1.0117844343185425,-134.04635620117188,-49.036773681640625,27.865428924560547,2.2188353538513184,0.21416546404361725
0.07209468632936478,0.18817028403282166,0.9551030993461609,1.0134170055389404,-130.54812622070312,-49.52823257446289,28.41304588317871,2.2129604816436768,0.21447435021400452,0.0720551386475563,0.1881847381591797,0.2684308886528015,0.43380263447761536,0.21392042934894562,9,319,,,,,,,,,
,,,,,,,,,,,,,,9,319,0.07173757255077362,0.18682223558425903,0.9549234509468079,1.0127254724502563,-129.28338623046875,-48.70499801635742,27.529094696044922,2.2188663482666016,0.21297626197338104
